artist,title,genre,spotify_id,valence,arousal,dominance,d2_tags
Dosh,O Mexico,indie,2CsHZrWuCTXjxLuPonrsiE,4.203333333333333,3.2900000000000005,3.933333333333333,{}
Mercury Rev,Meth Of A Rockette's Kick,indie rock,5DQN29rN63eHctaPEcGwje,3.815,2.945,3.405,{}
Matmos,Spondee,experimental,61TtaPTbu7yezVD4dotxR1,3.42,3.6,3.5266666666666664,{}
Felix Laband,Red Handed,electronic,7HjJ0PYd4NLZ5tWK915Hej,4.42,3.8042857142857143,4.077142857142857,{}
Leona Naess,Boys Like You,indie,3cSBBusy9EQIGWlzWl7OvX,3.815,2.945,3.405,{}
Pram,Sirocco,post-rock,4eKHsh2WYIRfKup4bs9odc,3.815,2.945,3.405,{}
Morcheeba,I Am The Spring,trip-hop,4bgpqsD7kD0Uz30LRlpjao,3.913584905660377,2.9558490566037734,3.777735849056603,{}
Hard-Fi,Little Angel,indie,5ayUtytv0DiHMb1nd9lLSz,3.785,2.75,3.63,{}
Faithless,I Want More Part 1,electronic,42Bm4x42g8W1We8ofQpgLW,4.166197183098591,2.6298591549295773,3.8856338028169017,{}
Lali Puna,Toca-Discos,electronic,6sU81jHmbfnA4BnVqM6ctA,3.7850000000000006,2.75,3.63,{}
N.O.H.A.,tu cafe,electronic,2PWDp4Wl4mPxd35hjdDJhq,4.243333333333334,2.9166666666666665,4.27,{}
Bel Canto,Unicorn,ambient,0S7YSpHe37evPOx1PyGegT,3.0458757062146895,2.4201694915254235,2.6172316384180787,{}
Grzegorz Turnau,Uno Momento Mortis,jazz,0DqcTwSNReGLFekmJzBD7I,3.785,2.75,3.63,{}
Piana,Spring Has Come!!!,electronic,1CXFKVz37ZrTT0AxK8lpUd,3.5233333333333334,3.683333333333333,3.513333333333333,{}
Frente!,Open Up Your Heart And Let The Sun Shine In,indie,11MTFV1kvKwFbmy3GE3cMS,3.2699999999999996,2.36,3.007142857142857,{}
The Flaming Lips,"Yoshimi Battles The Pink Robots, Pt. 1",electronic,0ccCwNzXvr1Yoz91vKz31Z,4.4875,3.69,4.260000000000001,{}
Cornelius,Smoke,electronic,5iuomwsFsvSnvWDwND1KX0,4.257982456140351,3.9459210526315784,4.1457456140350875,{}
Adam Green,Crackhouse Blues,indie,40z2ls6V0JAEP2nrEqX8yw,4.2525,3.9225,5.705,{}
Hefner,Hello Kitten,indie,7McRxbxnWpINLAewOKTBoW,3.6466666666666665,2.9066666666666667,3.8333333333333335,{}
Rajna,Sanctuary,dark ambient,0J7UNHDSrAUNt3raeK0J3t,4.422857142857143,3.7642857142857142,3.8114285714285714,{}
Morrissey,Girl Least Likely To,alternative,0NUgAinuBP4nrAJayXaHj2,3.625,2.825,3.285,{}
Tom Waits,I Wish I Was In New Orleans (In The Ninth Ward),blues,5tvH52xn3i7gQQQRfBbD0T,3.5275,3.2175,4.3625,{}
Tracey Thorn,Nowhere Near,electronic,01GJozBgabhz6b5eG1Dl0Z,4.031666666666666,3.14,4.023333333333333,{}
Thea Gilmore,Movie Kisses,folk,7IPzIEfAsRBUTig5cfyDcM,3.625,2.825,3.285,{}
Jai Paul,BTSTU (Edit),electronic,0wlPIpR69y57TPiAiTvcMJ,3.6853254437869825,3.123254437869823,3.8821893491124255,{}
Le Tigre,Much Finer,indie,7rcwjsWWaMLksh5TiwFbUa,2.766666666666667,3.216666666666667,2.9499999999999997,{}
Letters to Cleo,Fast Way,alternative rock,4sjcT5scG8Njn42rns4Pcd,3.08,2.465,3.1175,{}
Infected Mushroom,B.P. Empire (original),electronic,0OKbnRLHaijqDtz3QadgiY,2.93,2.225,2.76,{}
The Violet Burning,Arabic Tremolo Radio,indie,7n9VdVjgoXpNDS2tVNhhMN,4.348333333333334,3.62,4.101666666666667,{}
Kenny Brown,If Down Was Up,blues,1UyDoHOOumfMYSG0v8DWUx,3.7533333333333334,3.9066666666666663,5.193333333333333,{}
Banmier,Sleepless Night,electronica,7vI6uL3qTVZOzo8xHsHl4x,2.93,2.225,2.76,{}
The Gentle Waves,Let the Good Times Begin,indie,4DfFrvcdUx673H0KmQDigW,2.408888888888889,1.4744444444444442,2.5855555555555556,{}
Jane Siberry,Goodbye,sad,2tSPbL1KkCgXezgP8l9B60,4.40375,3.82875,4.5025,{}
Arlene Mccann,Mostly Bad Words and Inappropriate Laughter,sad,0rvBSKQMPpIXj2j0W9u12f,4.0,3.65,5.255,{}
Say Hi To Your Mom,"Yeah, I'm Love With An Android",indie,7F2AlBBcNio7IIUPqutA6L,4.1912349397590365,3.3383734939759035,4.655301204819277,{}
The Pogues,Lorelei,folk,6oSq7fWLhJQQubmI0tyxAY,4.335490196078432,3.3701960784313725,5.045686274509803,{}
Paavoharju,Kuu lohduttaa huolestuneita,experimental,3hVEAMMDRhHMmt4SMjTG7f,4.25,2.6875,3.61,{}
Taj Mahal,When I Feel the Sea Beneath My Soul,blues,345uQGDbCWDGykE1lOeWlV,4.044,3.546,5.664,{}
Howlin' Wolf,Come Back Home,blues,0NVIR2uz30rfDMEqyGXZnI,4.044,3.546,5.664,{}
Back Door Slam,Takes A Real Man,blues,5TEiZjARQ0fHMPSHP8YXVE,4.453333333333333,3.5033333333333334,5.8133333333333335,{}
Tom Waits,Diamonds on My Windshield,blues,2MGl1N5KfEto51TT7bYq6y,3.705999999999999,3.650571428571429,5.241999999999999,{}
Tom Waits,Spare Parts I (A Nocturnal Emission),jazz,3W7qOiJlxq8SnfG7GXzoL0,3.6433333333333335,3.318333333333334,4.716666666666667,{}
Chad VanGaalen,Flower Gardens,indie rock,6hFppx3o8AzV7T7cxgVNHM,4.209431818181819,2.913295454545455,3.935909090909091,{}
Mary J. Blige,Ooh!,soul,7mQHkH8R4NP6RHhELgPT76,3.786666666666666,3.72,3.61,{}
Decoded Feedback,Atlantis,electronic,2BRRnIKR7wN6JKDGploztu,3.4325,2.6825,3.7525,{}
Derma-Tek,T.W.E.P,electronic,5AcNMjNE9yHhht1RscgkoQ,2.1533333333333333,3.1366666666666667,3.04,{}
Doris Duke,Feet Start Walking,soul,5i5TylydhXDADFQKQnPTHb,3.634,3.91,5.196,{}
Pluto,Long White Cross,alternative rock,2sFpKHHQR1Y56EFAAnIIq4,3.7066666666666666,3.98,4.426666666666667,{}
Brushy One String,Chicken In The Corn (RiseUp Original Version),folk,1BfRgsrwrbFyWSkoU4iY8Y,3.685,3.985,5.135,{}
Retractor,In Another Life,electronic,2i6hM4LFWxmNTLhiRH7Uv0,1.97,2.18,2.415,{}
KiEw,Kessel,electronic,2GIYcV7u8bAK0hzqRZS2HK,1.97,2.18,2.415,{}
Brighter Death Now,Testing,dark ambient,66di2Ig0V0rdhieEcoMVwE,3.56,3.87,4.165,{}
Diskonnekted,Adrenaline (XP8 Mix),electronic,5RNmvHVAjmSFytd6wUkIpm,3.8366666666666664,3.486666666666667,3.546666666666667,{}
Unter Null,Moving On (Essence of Mind mix),electronica,15bHTu4lcoUZDuptAac2Zs,3.525,3.96,4.005,{}
Elika,Nowhere,shoegaze,6opGA5iDCWWOIGyqTKLDwI,3.54,2.39,3.943333333333334,{}
Arcana Obscura,Stella Splendens (Club Mix),electronic,27IDzk3UBW2dLYB3drFeXr,3.54,2.39,3.943333333333334,{}
Syndrone,colnkft,electronic,4xivgwXVl3qCCWaKs6rGgR,3.1966666666666668,3.6533333333333338,3.466666666666667,{}
Dolls of Pain,Slow motion,downtempo,4m1hclp8c5nznxtkGdTbKw,1.97,2.18,2.415,{}
KiEw,Montreal Permutation,experimental,0aa8VvHgvr9nA91Ce62vsp,1.97,2.18,2.415,{}
Dolls of Pain,Lobotomy,downtempo,4ZHp41RoEAOmvOgvr1un7E,3.466666666666667,3.256666666666667,3.9266666666666663,{}
Razorfade,Liberation (Radio Edit),electronic,3w9ovqoLFgLgOJvLMZCrXT,4.255000000000001,3.4525,3.84,{}
Cancer Killing Gemini,Christcontrol,electronic,4JiINwzOCx2S38XJHQkBEC,3.786666666666666,3.72,3.61,{}
Dolls of Pain,I Continue (BakXIII Remix),new wave,4n6ZCYYERSsZinnKQB8RGu,3.54,2.39,3.943333333333334,{}
KiEw,Retrograd IX,sad,2vRFtgZQ7JCrWpnYqeYhId,3.716666666666667,2.695,4.108333333333333,{}
Luxuria,We Keep On Getting There,alternative,7JzgZDluWm2jysB0fVjA6d,3.862,3.138,4.158,{}
Son House,"Preachin' The Blues, Part 1",blues,3ONZ7utwbQRvpjk07nhrz9,3.685,3.985,5.135,{}
Glis,the irreparable,sad,5P0W1BLZyoEh7RwCoQr1kB,2.013333333333333,2.6166666666666667,2.89,{}
mikael fyrek,"Now silenced, how would I comment?",ambient,0gB9bhDzW5tzIMASRrr7Ic,3.838,2.522,4.294,{}
(morse),"P, Volume II",experimental,6sXotTmB1zuihmGLcX9wbM,2.796666666666667,3.0733333333333337,2.796666666666667,{}
Tom Evanchuck,Jasper Waithman's Brother,folk,7CrsAnPq6DFpegOZztqnlq,3.685,3.985,5.135,{}
Tom Waits,The Heart Of Saturday Night,blues,4YSjv3LnnD0BSXhcsWKN31,4.407210300429185,3.8848497854077255,5.331158798283261,{}
The Incredible String Band,Swift As The Wind,experimental,42F2ZdDTLsqHQ9KdSrgOl7,3.215,2.175,2.91,{}
Taken by Trees,Greyest Love of All,alternative,1BtbionhMG1LQDEjsKIc1M,2.775,2.145,3.085,{}
Tracy Chapman,The Rape of the World,folk,0Mrijz8ZQ9Fg3VE2JQbo9s,2.4441176470588233,2.8043137254901964,3.455098039215686,{}
Goldmund,The Gardener,ambient,1lOcrnozGrvheMdl6Ld2PA,2.4212994350282484,2.624745762711864,2.7040112994350283,{}
Tim Buckley,Blue Melody,folk,1IA593DespUXIVrGm9Mhgt,3.135555555555555,2.61,2.9122222222222223,{}
James Taylor,Rainy Day Man,folk,6N65FzCD0K0SbCWx73D5o0,4.49,3.95,5.805,{}
Miles Davis,Moja (Part 1),jazz,3YEotlwFylzLFtSwpWmCaz,4.49,3.95,5.805,{}
The Peaking Goddess Collective,Rolling,ambient,6e1RjgCdNYhXCYw27cWJRf,3.5966666666666662,2.7633333333333336,3.1166666666666667,{}
Kaya Project,Under the Spell,ambient,0n28Li1k03M7hOP6bBdedq,4.386444444444444,3.1969629629629632,4.520370370370371,{}
Tangerine Dream,Rubycon (part one),electronic,4GHw5qAPU24T7b1fcE4Iep,2.775,2.145,3.085,{}
Solar Fields,Good Times - Remastered,electronic,0YS3GydE4YmFEf7YcEBexI,2.775,2.145,3.085,{}
Slackbaba,Sea Of Green,ambient,3uKr9cMtZRH4YorfZaCg8G,3.57,2.513333333333333,3.9066666666666663,{}
Man Of No Ego,Galactic Girl,electronic,24Bnzlr3xfZHjjYyE1hNMk,2.775,2.145,3.085,{}
Asura,Planisphere 7 (Extended Mix),electronic,0JCMlLbqgxe67NwAsDczC5,2.775,2.145,3.085,{}
Alio Die,Gli Ossidi Del Divenire,ambient,4sZ3Ceu27ofCxWJs7H6CTt,2.775,2.145,3.085,{}
Asura,Oblivion Gravity,ambient,5F2vVHku6hRkZ3VAgCAQ3U,2.775,2.145,3.085,{}
Solar Fields,Insum (Remix) - Remastered,electronic,2WKwAQyFHe1RcKHyraGElr,2.775,2.145,3.085,{}
Man Of No Ego,K-Pax,electronic,4BaYzAgb0Z1wX0f7B8NLjF,2.775,2.145,3.085,{}
Circular,Theory Of Tides,electronic,4OlvhWn9qpuq8V3w9KF8QN,4.027692307692307,2.136568047337278,3.7842603550295855,{}
Tengri,One We Are,electronic,5nGpyDqeIzBggrR4G0S6IE,2.775,2.145,3.085,{}
SiebZehN,Fleur De La Nuit,electronic,0hJvfqFv7I1ZSIsMpA2RdB,2.775,2.145,3.085,{}
Tengri,Moon Magnet,electronic,3lLjtymd0VNkJ9VSWi5giZ,2.775,2.145,3.085,{}
Hacienda,Where the Waters Roam,indie rock,21oGsFNy5w1fAa5lfxGIUX,4.2,2.066666666666667,3.9766666666666666,{}
Aquascape,Deep and Massive,electronic,7xdbehMcKBDdNuVwtyU41b,2.775,2.145,3.085,{}
Germind,Secret Signs,electronic,7gpoRvMtkgg7tu8OyXLZ5g,2.775,2.145,3.085,{}
Suduaya,Voyager (Suduaya Remix),electronic,2IS3f0UdtRhw88kGRjxFe6,2.775,2.145,3.085,{}
Larry Young,Falaq,jazz,2kvRA3eZ2Hyw4yJJA4NKlT,3.825,3.890000000000001,5.005000000000001,{}
Pat Carr,Carolee,blues,5yOfbwCx3sMTTMygGRzIyA,4.49,3.95,5.805,{}
Cabeiri,Stellar Tribes,electronic,0hKIY13UJsE7JN3OSSMBnG,2.775,2.145,3.085,{}
Cabeiri,Eliconiades,electronic,2lf5meVZv13AsyrFlfpJmZ,2.775,2.145,3.085,{}
Marbury,Chasing The Dawn,electronic,2HLEIDStelfslxYNz4F4NP,3.5966666666666667,2.7633333333333336,3.1166666666666663,{}
Marbury,Dark Sky,ambient,6NmZ9r6KgCQIbuxdlkKbK5,3.5966666666666667,2.7633333333333336,3.1166666666666663,{}
Jolejnik,Awesome Beautiful,blues,29BIWuqqPq6lvBdjc6onUB,4.49,3.95,5.805,{}
FOG,"Get Up, Stand Up",jazz,0YR8EKPKXmP1ADV0VZXznW,4.49,3.95,5.805,{}
Playin' 4 the City,Sh Blues,blues,5RZWGb0bchC8GeJbhSEjIN,4.49,3.95,5.805,{}
Perfect Blue,Koyo,electronica,0vSOzMiPsICMZTdoPbPc4p,4.3566666666666665,3.0633333333333335,4.15,{}
The Mind Orchestra,God-Sauce,folk,7s7URqXW5xJa6uHd6VdPVc,2.775,2.145,3.085,{}
Silver Jews,People,indie,13PfXqO69Am4goxVchrzej,3.943857142857143,2.717,3.586857142857143,{}
Casiotone for the Painfully Alone,Hey Jelly,electronic,60X8h8zIS84UwME0xx3zX3,4.185,3.16,3.52,{}
Deer Tick,Easy,indie rock,7t4uAKQ3I1yK9ZtRSEr5t6,4.05,3.97,4.46,{}
Dirty Three,Hope,post-rock,7agi0Vz8dxNX5z5mdMt0Gw,3.7,2.8466666666666667,3.84,{}
The Watersons,Country Life,folk,56kjDfpmsGq27ZFC4OS2n5,4.183333333333333,2.6566666666666667,3.656666666666667,{}
Manyfingers,For Measured Shores,electronica,077Jchv8HTMugHbObON5cZ,3.0,2.225,2.54,{}
Wise Children,Absence,folk,6aLZsHudNcSwGyd1B2rxut,3.0,2.225,2.54,{}
Chris Pureka,Driving North,folk,1b8YoENKQhqQnoLOYUfYe2,3.0,2.225,2.54,{}
Timber Timbre,Magic Arrow,folk,7BT2BsgZZffGmiENrzxCzy,4.078000000000001,3.036,4.168,{}
Toro y Moi,How's It Wrong,electronic,3P5iJl5H2nOmWNMsCFuqFs,4.0825,2.9225,3.7025,{}
Yael Naim,Lonely,folk,2mbcUzQSoojRLEoWHKEfbs,3.778271028037383,2.8929906542056076,3.3372429906542056,{}
Stars of the Lid,Down 3,ambient,0Fz2B1uU3jAEo9rHIMcjtR,2.433333333333333,2.39,2.8983333333333334,{}
Bonobo,Nightlite (Demo Version),electronic,4w1D6w6SqB3AbPEngAwvFu,2.5657894736842106,1.1460526315789474,2.165526315789474,{}
Songs: Ohia,Big Sewell Mt.,folk,6bMrTTg2sRWKdw6T1C6XCM,3.963333333333334,1.8533333333333333,3.1466666666666665,{}
Macy Gray,Slowly,soul,4rFkQHwEv6FJCgX5VcuGT0,4.143333333333333,2.97,4.471666666666667,{}
Morrissey,Moon River,sad,77fGufg426XUNlt9ypvaz1,3.337421052631579,3.4043157894736846,3.900315789473684,{}
bôa,Duvet (acoustic),acoustic,2KphT1j1WWgm2FfzeAcgH3,3.408370370370371,3.5025925925925927,4.355037037037037,{}
I Am Robot and Proud,Me Vs. Heidi,electronica,2IY8jb5yjp6g29ugEGfukF,4.22,2.2,3.959999999999999,{}
This Mortal Coil,Loose Joints,indie,65HRAQWBefbgcYD5WMozBL,3.75,1.675,3.165,{}
Ed Harcourt,Until Tomorrow Then,singer-songwriter,76yCLSzlGW9BsFi5fwEBrM,3.5375,2.46125,3.23125,{}
Casino Versus Japan,warm windows,electronic,7Aa7Kqm0nIVc5TkH19254o,3.75,1.6750000000000005,3.165,{}
Maxim feat. Skin,Carmen Queasy,alternative,7uVxReId0cRXS7ZxpokOWd,2.915,3.6349999999999993,2.95,{}
Myslovitz,"W deszczu maleńkich, żółtych kwiatów",alternative,00jTCwp3as0XlccdGemv2J,4.308000000000001,3.898,4.474,{}
Zaza,Arms Length,indie,6cbNlR56Bx6zXHGz4Xf8O9,2.915,3.635,2.95,{}
Perfume Tree,Virgin,trip-hop,7rc47WtwYidm3r1aYDXY0f,4.426581196581196,3.178803418803419,3.842136752136753,{}
Bvdub,"Feel, Unfeel",electronic,7JRPDasStlr4baye8sRaoA,3.3,2.9133333333333336,3.536666666666666,{}
New Found Land,The Cross,indie,1evIXd8nOERg66LWw8ByhR,3.9,2.625,3.385,{}
New Found Land,It Would Mean The World To Me 2012,electronic,1uBPAQKqWs5g3HENRuauZl,3.9,2.625,3.385,{}
Esbjörn Svensson Trio,Dodge The Dodo (Live),jazz,3BQK947xCRxzDe2u7cH5Eu,4.4825,3.345,4.205,{}
Pastel Arsenal,chyto,ambient,54gnx6LpeCsMNIRMX94I4y,3.9,2.625,3.385,{}
Norah Jones,Out on the Road,folk,6Z7YeQwRJ4Zl9jWCgYxnWY,2.9733333333333336,2.955,3.661666666666667,{}
Gold Panda,Quitter's Raga,electronic,0aUr2d4Ec9QQ4yVqU571ba,3.1775,2.5375,2.8,{}
Porno for Pyros,Bali Eyes,alternative rock,3sV0dIBBzcuBtpapRFqmKI,3.775,3.45,2.825,{}
Elane,Samarkand,folk,7bgvItULwYeDwMPx29YjOL,3.1575,2.7475,2.565,{}
Yello,Great Mission,electronica,6OAaumbb5poZe6T1VY2MTs,4.21,3.6633333333333336,3.4200000000000004,{}
Adham Shaikh,Opal,ambient,2gWvzdxogUVpV3sbxCA2CB,4.236666666666666,3.3833333333333333,3.7333333333333334,{}
Midival Punditz,136,electronic,5kf2UVeVe593342kQuJpo2,4.263333333333334,3.6333333333333337,2.943333333333333,{}
Omnimotion,Elves of Athoria,ambient,7fyqUaxnBsJUaNwxGwYHKE,4.21,3.6633333333333336,3.4200000000000004,{}
Rhea's Obsession,Hymn To Pan,trip-hop,5mkwkrM7K8LvtEXDmwlzWN,3.964,3.158,3.116,{}
James Asher,Duskfire,ambient,0V5vVQy8R8Y9TySHhvgY6I,3.775,3.45,2.825,{}
Astropilot,Life Lines (Remix),electronic,4Vj7H47O1KzjGUjA1WtCsi,3.775,3.45,2.825,{}
Ovnimoon,Shamanic Dance on Ayahuaska,ambient,0VOC4te9iaMwOhTdQPXCxg,3.775,3.45,2.825,{}
Phase,Amethyst,alternative rock,3DLCim0X5Olc5kAwVxt4w9,4.456666666666666,3.9066666666666663,3.9833333333333334,{}
Copeland,When Paula Sparks,indie,5h04YXWBXJ4h5MFMLjMip8,4.423333333333333,3.565,4.498333333333333,{}
Field Music,(I Keep Thinking About) A New Thing,indie,0zCmV4F8QVwh1FGuVdlurh,4.3975,3.3175,4.395,{}
The Gathering,You Promised Me a Symphony,sad,4g5SRTaXNywmrAgLHoiWjd,3.3367985611510793,3.2408273381294963,3.704568345323741,{}
Billy Bragg,Must I Paint You A Picture,singer-songwriter,09ISSfurns145IO6McQN3d,3.585,3.165,3.31,{}
The Czars,Drug,indie,18GVFtCgRcJipnKDWg2BCx,3.652,2.996,4.348,{}
Hopsin,Where Will I Go,sad,6IK1xGyhBMoiaQMD0IHhDe,3.21625,3.975,3.78375,{}
Mercan Dede,Captive,alternative,0CucnSem8GC0UjeeBqiiEE,3.585,3.165,3.31,{}
Tom Waits,Grapefruit Moon,blues,6ZZu9BgvLpspvURUQxdJmG,4.397185628742515,3.5308982035928143,5.602455089820359,{}
Snow Patrol,New York,indie,7tI6xPZworV0dPtf5ZMMF6,2.630113636363636,2.164772727272727,2.625,{}
Pinback,Crutch,indie,4JwpuXXdCj6G6RILeuRWTz,4.4825,2.905,4.3875,{}
Tom Waits,Muriel,jazz,6S6wojIVrVlQGqojmPOTLE,4.475,3.9875,5.6925,{}
Cat Power,The Fate of the Human Carbine,singer-songwriter,5k5HdCqAUbPweoXV18HZKV,4.0,2.68,2.96,{}
Vincent Gallo,Her Smell Theme,ambient,6e4EbEKgE9CIUsDrrAE0Ud,1.87,2.065,1.98,{}
Ryan Teague,Prelude V,ambient,5imtdHYOwKMQSyLSxEyVbe,3.1825,2.9974999999999996,2.965,{}
Helium,Baby Vampire Made Me,indie,5fiy9MVNGmQKga42aZNyrp,3.1300000000000003,3.576666666666666,3.1766666666666663,{}
Mice Parade,Open Air Dance (1),electronica,15oOBAGeRk47cLrZhYKgAl,4.0,2.68,2.96,{}
Parov Stelar,Dark Jazz,downtempo,70a8OzojzB4V7Rf3YIIJLP,4.43,3.2125,4.352499999999999,{}
Dylan LeBlanc,If The Creek Don’t Rise,folk,1nJubUVBBLj2bU9KnpvwvM,3.7,3.175,3.155,{}
Erykah Badu,Incense,soul,2PGI8tz7m6jttZcWfRxtc1,3.7,3.175,3.155,{}
Hammock,You Lost the Starlight in Your Eyes,ambient,1PddriidUkRELsyafvzswU,4.225735294117648,3.5556862745098043,4.559215686274509,{}
Kamp!,Heats,electronic,5Jg7NDuJb7dhIoygTpS4wK,3.7,3.175,3.155,{}
Oi Va Voi,Every Time,electronica,4QzgoMTeM3g9PnTDcQ4Uem,2.9675,2.5,2.7775,{}
Loreen,Everytime,electronic,4Xa7hywJW3Y1kuvhcUI4Ur,3.3960000000000004,3.026,3.386,{}
Tim Hecker,Counter Attack,ambient,58YXy5bORD3RZW1eKZcGHp,4.216666666666667,3.359999999999999,3.4166666666666665,{}
Flunk,Sunday People (Don't Bang the Drum),electronic,4b3ZCzl3qKFYKE1Sk12ZMB,4.1866666666666665,3.2,3.953333333333333,{}
Brad,Screen,alternative,5MflRTeu8Igpts52FNkRYq,3.944,3.45,4.22,{}
Tom McRae,Line Of Fire,alternative,6P1oeNsxibLFnSEdsb2neC,2.3925925925925924,2.478222222222222,2.5562962962962965,{}
Bitter:Sweet,Everything,electronic,7Et0nwmAuU1Th6BD7Zgb83,2.27,2.4077777777777776,2.4966666666666666,{}
Teitur,The Girl I Don't Know,indie,5dNHWksQrAJrJuXcDEnrLo,3.1666666666666665,3.28,3.3833333333333337,{}
Farmer Joe & The Ignorant Corpses,Amateur Porn Star,experimental,4uZiUayqKOkVgKrb1UoWoL,4.48,3.6666666666666665,4.48,{}
Raveonettes,Chains,indie,7tBnX7IEFLvSOeONkfubo6,3.75,3.3375,3.5525,{}
Beck,Waking Light,indie,7jLvQbNLLkDGRfB7xZdGok,3.988,3.446,4.16,{}
Clinic,If You Could Read Your Mind,indie,5LXMA76l5gLMINAbhHiqrO,2.28,2.484255319148936,2.3514893617021277,{}
Ane Brun,Do You Remember,indie,07rVYxbwaecOge2rebZi9m,4.0475,3.1300000000000003,3.852500000000001,{}
Mar,Silence,ambient,7vGuf3Y35N4wmASOKLUVVU,2.86,2.045,2.555,{}
Brian Eno,Backwater,electronic,5LyWia3X6AJtosLJdSA6ar,3.6457142857142855,3.7142857142857144,4.294285714285714,{}
Emptyself,The Open Landscape,alternative rock,6AJ6F9yH4D3f00BFCHIGtB,3.485,2.215,4.51,{}
Klute,Never Ending,electronic,5nyrMquqaJiMDZlKy97FIL,4.3374999999999995,2.6500000000000004,4.7175,{}
Bjork,The Comet Song,experimental,3FHe0sqntl8brmx8cBf2sy,3.756666666666667,2.943333333333334,4.3133333333333335,{}
Tricky,Analyze Me,trip-hop,6DJMMSO6aPjT0iJYH3GtNK,2.4100000000000006,2.05,2.35,{}
Tricky,Psychosis,electronica,4IZBoP0seb9a1q4V6VEYYb,3.3,2.73,3.1033333333333335,{}
CiM,Do Not Multiply Models,ambient,5kbIvvyWSNjZul8G3Dg0ZK,2.105,2.3,2.625,{}
genCAB,self images,electronic,0zWYQSukNBtXTbBmJElkTc,2.1033333333333335,2.6966666666666668,3.03,{}
Terje Rypdal,That's more like it,jazz,1eieYUqf5iDfqg8RIg1sKN,3.562,3.4320000000000004,3.872,{}
HausHetaere,Sky (Dolls of Pain Version),sad,4EKupTjVj21jCQymUxUZDe,3.616,3.022,4.122,{}
Call & Response,Eclipse,indie pop,2QTMqLtjQJpyPcRdlVoq9f,2.105,2.3,2.625,{}
Klaus Schulze,Ludwig I Von Bayern,electronic,31pCoEFj0m0oxHCZaPOrAc,2.806666666666666,3.0666666666666664,3.5,{}
Deerhunter,Providence,post-rock,5pRtpX5nBtnQdseMVOUTkP,2.9894736842105263,2.3701754385964913,3.56140350877193,{}
Colleen,In the Train With No Lights,electronic,5RirbxMKEMuh4R41ibzkrN,3.65,3.6,4.95,{}
Slowdive,In Mind,shoegaze,6miIARA5Cy9g3KBIq0OoTH,4.4755,3.0778571428571433,4.1065000000000005,{}
Magazine,Sweetheart Contract,new wave,6CqF9SxtBzT8mBYBjtQvYy,3.65,3.6,4.95,{}
Section 25,Friendly Fires,post-punk,2fhOmZufKl28orGV4kQmSK,3.1166666666666667,3.08,3.6133333333333337,{}
Susumu Yokota,Live Echo,ambient,4MnvurXFnWXeqKffcUo3OG,3.65,3.6,4.95,{}
Susumu Yokota,Rose Necklace,ambient,48IGhX8MtNx9rziCrcOQMA,3.65,3.6,4.95,{}
Echo & the Bunnymen,Bedbugs & Ballyhoo,new wave,1eRyJZwEo3ewJq4hDzFhXO,3.65,3.6,4.95,{}
To Rococo Rot,Kabine,electronic,0vj95WCknVNfGi9rU6czeZ,3.65,3.6,4.95,{}
The Divine Comedy,A Lady Of A Certain Age,indie,1R8uTKKZTWnHRkkpFWcJfd,3.8631410256410255,3.2133974358974364,3.833782051282052,{}
Leonard Cohen,The Traitor,folk,4Th0mtY1ERXKPg1hdUGJS5,3.934,3.012,3.908,{}
Nina Simone,Just in Time,jazz,6RPkCMTrEM3drUAhocjUI6,4.1139361702127655,3.712340425531915,5.389574468085106,{}
Enon,Come Into,indie,0PKdh49xjHSpgP8lLdwcNZ,4.026666666666666,2.84,3.52,{}
Elvis Costello,Someone Took The Words Away,jazz,3jPqS2c8pfatJx9Q1t6LV3,3.58,2.853333333333333,3.3033333333333332,{}
Funckarma,Bump,electronic,7aIJAXdSGhRaWpy8HwOrPF,3.033333333333333,2.64,3.2633333333333336,{}
Esser,Stop Dancing,indie,7rycgBpwa12vYQaIoCrGcS,4.49,2.55,3.933333333333333,{}
Firewater,Caroline,indie rock,1M6bBzY3fDiZ1hLWoTEzdc,3.5,2.215,2.975,{}
The Walkmen,Heaven,indie,3US6iSyLP2uS07gjjU2ZkG,1.05,1.745,1.9199999999999997,{}
Andrew Bird,Give It Away,indie,1LuhMBENxrt9VoVInn53ts,3.34,1.405,3.5,{}
The Mountain Goats,First Few Desperate Hours,indie,5O2COqDFkjXiMINP03Orzv,3.595,2.4,2.66,{}
Neko Case,Polar Nettles,indie,0b3kHyEOLB2yapsAYhN8Jp,3.72,2.2,3.14,{}
Sparta,Collapse,indie,5VwMtQTvKxc9WeKBw2D6SC,4.423333333333334,2.67,4.547105263157895,{}
The Mountain Goats,Wild Sage,acoustic,0R0hoCgCvUk7CttzLrY8xw,3.960588235294117,3.085490196078431,4.530098039215686,{}
Bob Dylan,Tomorrow Is a Long Time,folk,1albHYDB48jL8MuV75ffPA,1.7294117647058824,2.874117647058823,3.1623529411764704,{}
Badly Drawn Boy,Welcome To The Overground,indie,0anZSs2m8FPrxoEjVqB8IE,3.595,2.4,2.6599999999999997,{}
Smog,Hit the Ground Running,indie,03xxxRzdC0EAnsxuKCLYoS,2.54,2.045,2.305,{}
Peter von Poehl,The Story of the Impossible,acoustic,17mmpDTAuG6DLzqmUKl8w6,4.477081545064377,3.4535193133047213,4.147081545064378,{}
