artist,track,genre,valence_tags,arousal_tags,dominance_tags,spotify_id
Low Low Low La La La Love Love Love,Rest your arms,indie,2.966666666666667,2.46,3.17,0faWid4mE4FpiF72jcOx4s
Low Low Low La La La Love Love Love,Only let things be,indie,3.895,2.5475,4.1275,58DwL39wf4G3V3S9V6TQSI
Low Low Low La La La Love Love Love,Roadkill moon,indie,4.0075,2.605,3.9025,0BGo3mo0l3YncwgVXN4bLo
Ed Kuepper,Everything I've Got belongs to you,indie,3.0,2.225,2.54,2KcjUEznA7MQnr2bteyxWU
Low Low Low La La La Love Love Love,Lost and you,indie,2.966666666666667,2.46,3.17,1sTCrJE2MJuPWPEY4Ektyx
Low Low Low La La La Love Love Love,A long retreat,indie,2.966666666666667,2.46,3.17,62w9TReVUFlxmlEVzIwsWo
Low Low Low La La La Love Love Love,Flickering and fading,indie,2.966666666666667,2.46,3.17,1DGLsDsHmSltswD31A2LjR
Low Low Low La La La Love Love Love,Apart,indie,2.966666666666667,2.46,3.17,5nz1vwfUslwroHa48M5Dwp
Low Low Low La La La Love Love Love,Venus In The Evening I Have Disappeared Again,folk,3.3925,3.255,3.46,6ZK4Vll7EAdkTrMCIzw1Wj
Low Low Low La La La Love Love Love,One good thing i say,indie,2.966666666666667,2.46,3.17,0YR5G823korlPNsGN38DAX
The Paraffins,Braving The Winter,folk,2.685,2.595,3.05,5UwvMRoECAHx6FxEJKNlhB
Karin Höghielm,Halla,folk,1.66,1.39,1.795,4zxXebg5dfVWE3pPWAVh4B
Arcade Fire,The Woodland National Anthem,indie,3.0829059829059826,1.9130769230769231,3.361367521367521,2dhQkB8ytrZrTIa077PG6M
Akron Family,before and again,folk,2.57,1.86375,2.315,6x4ZOjCoYJnG7BVxdhTmtZ
G. Love & Special Sauce,The Things That I Used To Do,blues,4.4458940397351,3.350132450331126,5.849801324503311,3T9Uc8jc7RayIwvqlt5fKn
Beth Orton,Central Reservation,folk,3.935000000000001,3.779,4.554,62HW7vdBKH5O2SvhoC2iqN
Gomez,Miles End,indie,3.625,1.245,3.545,2GiKeu7en9yynROZHKw0df
Tom Waits,Ol'55,blues,3.806551724137931,3.037931034482759,5.209310344827586,7qbLE7ssJcnWD6EO7My847
Ophelia's Dream,Ladonna Wosh,folk,1.5104316546762588,1.0792805755395685,1.5366187050359712,5e7l3JHz4WvN400qIzmJ61
Halou,You Are One Of Us,trip-hop,3.775,2.18,3.8,56cYllKtrVO5EYY8WRxEgN
Lycia,Fate,dark ambient,4.11,2.193333333333334,3.9,5Plitet9sfdiSh0ZgutNNO
John Coltrane,Alabama,jazz,2.5234285714285716,2.5522142857142858,2.927571428571428,013grywiX7Qu6WVfnJ1opa
Bon Iver,re:Stacks,indie,4.418571428571428,3.7885714285714287,4.831428571428572,2LthqyP0MLhGUBICwR1535
Bombay Bicycle Club,Still,alternative rock,3.7175,2.3725,3.6775,3aHjudX2ATg8QDiGlKZFJ0
Feist,Fire in the Water,alternative,3.3,3.0275,3.3375,42YunpdquRjWicoxW971f4
Tom Waits,Never Let Go,singer-songwriter,3.798521739130435,3.853043478260869,4.812608695652174,0wd8bEeILHHuCzw1HFLDbS
Sharon Van Etten,Consolation Prize,singer-songwriter,4.437767857142857,2.5995535714285714,4.438571428571429,4siYVHOjNiOjedwJWZJmMR
School of Seven Bells,I L U,shoegaze,4.224463276836158,3.9761016949152546,4.3312994350282485,2cCXhvaJPXWIRFqXy1DXNR
Beulah,Night Is the Day Turned Inside Out,indie pop,4.3675,2.2125,4.18,16VUC2pMlKi5qYMnw3BTD6
Eva Cassidy,True Colours,acoustic,4.149263157894736,2.8415789473684208,4.533473684210525,4afQyOiOOx6k6vooCMRZwB
Asobi Seksu,Layers,indie,4.417999999999999,2.342,3.664,6P8wZLnFtDctYEXgkVVUkz
Jóhann Jóhannsson,Melodia (iii),ambient,4.390000000000001,3.6066666666666665,4.37,1dSfD9NxABaU3QKotnetOf
William Fitzsimmons,Kylie,acoustic,3.761111111111111,3.332222222222222,4.0633333333333335,54QZcrTGN6EfyuJmnEGPOe
The Dissociatives,Forever and a Day,electronic,4.3275,2.3125,4.4375,0Iro2x5S5gZDgJW4Ip3FqN
Maximilian Hecker,Polyester,singer-songwriter,4.190283687943262,3.373687943262411,4.200992907801418,3M7ogOMtrtbNM68MoX6EIR
The Ink Spots,Someone's Rocking My Dreamboat,jazz,3.3801724137931037,3.081379310344828,4.336551724137931,02flGEiKqttXmQbc5PD3ck
Echo & the Bunnymen,All Because of You Days,post-punk,4.046666666666667,2.04,3.4266666666666663,2dxA9T2H5Dz7r5z0tXwohb
Solomon Burke,The Other Side of the Coin,soul,4.434590163934426,3.1724590163934425,5.492622950819673,3gtvsxAz34vkhfCtWgRzm8
Sibylle Baier,Remember the Day,singer-songwriter,2.8353448275862068,2.0724137931034483,2.891896551724138,4LzQNP2DiVMvQtRobn5iX1
Deerhoof,Look Away,indie rock,4.251666666666667,2.776666666666667,3.723333333333333,56OXJzQgl7GzfIl7pyePo6
Bonnie 'Prince' Billy,Even If Love,folk,4.308663366336634,3.143465346534654,4.661980198019801,1aRl5gN5JWbxLXXQShVVvo
múm,The Last Shapes of Never,chill,4.35625,3.35875,4.43625,6Mqm2cnKeBkmY33YYZjwSp
Alva Noto + Ryuichi Sakamoto,Iano,ambient,4.1125,2.9875,3.4825000000000004,0XFtG09bUs8yuCZIdoXrkG
Moriarty,Lovelinesse,folk,4.185,3.16,3.52,3U1ub9vyVsytNKYKT36J6j
Uncle Tupelo,Anodyne,folk,1.8666666666666667,3.0833333333333335,2.4866666666666664,0Ia3iw8HABCBFouYpTt13r
Prince,So Blue,soul,3.32,2.433333333333333,3.743333333333333,3NX3jLUU2sFQjvDRdoOvEN
Vic Chesnutt,Wallace Stevens,singer-songwriter,3.34,1.405,3.5,0ljdl6mFrZwb68KbpYUUZS
Nina Nastasia,A Dog's Life,folk,4.48125,3.78375,4.42,5jKzim2m29CZLbFRp9daMc
Adam Green,Times Are Bad,indie,4.3775,3.16125,4.661250000000001,4AcCtqAcuXEKYzkh9y5KAO
Palace Music,"We All, Us Three, Will Ride",folk,2.182,2.374,2.672,6KIICNXPdW0GWdqdvJPVbe
The Sound of Animals Fighting,There Can Be No Dispute That Monsters Live Among Us,experimental,2.58,1.625,2.775,7neENc6CNr5OjmnIpNwYiV
Jason Molina,Let Me Go Let Me Go Let Me Go,sad,1.05,1.745,1.92,39KOhhh83o7jp7We40NSsg
Simone White,Mary Jane,folk,3.8175,2.4175,4.4975000000000005,6oY7W6TAwiElykBqXVZjU3
Marissa Nadler,Mary Come Alive,folk,3.2848387096774196,2.6039247311827953,2.7720967741935483,7dP3g2Y6Auobtm8SIvxC84
Josephine Foster,Celebrant's Song,folk,3.917499999999999,1.9925,4.569999999999999,1TFu1NbVpJ90N2AulRvxY6
Dirty Three,Lullabye For Christie,post-rock,3.9925,2.7750000000000004,4.04,4gYh4Rs97em93LOy8ETyyh
Jolie Holland,Black Stars,folk,3.6233333333333335,2.39,3.3533333333333335,7tZP1MavdseXK0XcD07oPj
The Mountain Goats,Twin Human Highway Flares,indie,1.715,1.805,2.72,2pNPGrrXJY2e7obEjla7Am
Dawn Landes,Kids In a Play,folk,3.9466666666666663,2.02,4.183333333333334,4STbZBKHGbQT7aFaxB2WEu
Nina Nastasia,Oblivion,singer-songwriter,2.7119999999999997,1.4780000000000002,2.384,4FyWqSKuiNG20yUfCAK1LI
Natalie Cole,Calling You,soul,4.148285714285715,3.399142857142857,4.649714285714286,5KnfNSQDfTdd8R6kistx4U
The Microphones,Deeply Buried,indie,2.625,1.865,1.97,52FfiOBxgTi24OobZlrSbF
Jolie Holland,The Littlest Birds,folk,2.570338983050847,1.6322033898305084,3.16271186440678,2z5Cgi5oyR5Soc1mztLIi0
Nick Cave,Queenie's Suite,alternative,1.2,1.405,1.92,6I7Akiq3g1eu4XbHT7kKmy
Jolie Holland,I Wanna Die,folk,3.4625,2.6375,4.1,4R0xNoAHjDEIDYNRWSGJOo
Nina Nastasia,In the Graveyard,folk,4.394736842105263,1.8486842105263157,4.605263157894737,1GIFvmacYlqJSNaS0eFwAs
Jolie Holland,Roll My Blues,folk,3.467179487179487,3.502307692307693,4.743846153846154,3z3MmlnwncqW6ANRpK5iiv
Jolie Holland,Poor Girl's Blues,folk,1.715,1.805,2.72,1ZHs0gcvoW1fKaK4Y4CPGJ
Peggy Honeywell,Sing Sung Saing,singer-songwriter,2.6491525423728812,1.7644067796610168,2.7864406779661017,0vNH1luxQlr9TyNnMjb1fB
Deradoorian,Moon,indie,3.045,1.915,3.175,3pzubVEhOveBpJLT0LxTDV
Tori Amos,Hey Jupiter (Dakota Version),alternative,1.5133333333333332,2.896666666666667,2.3899999999999997,1Y5i485xacMtkp2OENHHF3
Mouse on Mars,1001,ambient,2.54,2.045,2.305,59hSD8QUCayGEUh33rLncl
Matthew Good,Blue Skies Over Bad Lands,alternative,4.303333333333333,2.963333333333334,3.476666666666667,2VMQ45ZkdTUMgqdnQmOkHd
Natalie Cole,Lovin' Arms,soul,2.55,2.045,3.22,6YuBWzw6Y2VbtzaXEtV89b
Po' Girl,Skies of Grey,folk,3.34,1.405,3.5,1FyyBcqEWUo9hGZsAtWFQy
Tape,Bell Mountain,ambient,3.76,2.45,3.14,6urYy87w3rLI0UmH9r0C0m
Joanne Robertson,Lipsun,folk,3.72,2.2,3.14,40IqKk6SPva1ijpzIyyjsC
Tommy Guerrero,BATTLES OF THE FORGOTTEN,ambient,1.87,2.065,1.98,0mF0714efgVQXbBagS49Ee
Marilyn Manson & The Spooky Kids,Rock N Roll,electronic,2.71,2.195,2.23,0krqxdCZ78JdKr2VO95bDe
Peggy Honeywell,2000 Years,folk,3.8366666666666664,2.756666666666667,3.36,6HDgghNPVKkJNRCI8yKyI4
Peggy Honeywell,R.R.V.,folk,3.548592592592593,1.4695555555555555,3.258962962962963,4H021kTU1sDn09kfXHTL0z
The Wind Whistles,Jim & Ruth,singer-songwriter,3.34,1.405,3.5,6VE6FUASEOP3gVCN1nXbCq
Oh Susanna,Pretty Penny,folk,3.34,1.405,3.5,2OngpaTieR3Hun5of9cfzH
Ayla Nereo,Four twenty-two,indie,1.87,2.065,1.98,4ztROuuGvdFURkgLJDp0Yh
Max Corbacho,Lands Of Sacred Silence,ambient,4.29,3.0675,3.8325,2l53cZHxnio4G5JLwJcgjN
The The,Solitude,indie,3.34,1.405,3.5,0oimP7Y3nGjmS5ZVywP35Y
Hoax Funeral,Forest Road Two,folk,3.731368421052632,1.945263157894737,3.5014736842105263,5aKNgpYEOLn9rTxQ1IxDv6
Peggy Honeywell,Song,singer-songwriter,1.87,2.065,1.98,5pJzz9FdNRcmSv17GNYr73
Po' Girl,Til It's Gone,folk,3.34,1.405,3.5,3Dko3mjmxCsC2ewktwkhmy
Only in the Mornings,Afterthought,indie,3.7533333333333334,3.01,3.4133333333333336,2jVpVjiwvgzQNGUGBXaglr
Only in the Mornings,"Your Life, Slipping Through My Hands",indie,1.9466666666666668,2.54,2.6,1HHjUCRyuu2pSDKF9XnXz1
Chris Connelly,Fortune Strikes Again,alternative,3.34,1.405,3.5,7y4nqNJsGSxfHHhwnZs3zq
Ora Cogan,Vatican City,indie,1.87,2.065,1.98,1R8UZO0mqBRKSgVmOYGzKp
Mica Paris,Take Me Away,soul,3.89,3.066666666666667,4.073333333333333,1XaP466UrgdaxUTnv4SFdC
Suturee,Wait Less,ambient,4.035,2.7575,4.0175,37tYzcV47KFbvPBCr9VPk3
AUX 88,Parallel Universe,electronic,4.2,3.7666666666666666,4.1066666666666665,1z35kWfXm5hoMG49Jmboex
Nigil Caenaan,Red,electronic,3.6333333333333337,3.443333333333334,3.17,3thQ5fxPTG2yJ6WjOCRvHm
Oruga,Alejandome,electronic,4.3725,2.7775,4.1575,35N5KU4u3I0PZHNE2ofxp3
Cold Warning,Empty Buildings,chill,3.089820359281437,1.9461077844311376,3.3233532934131738,51HJs87tpek4FE2WhtBCXF
Todd Hoover,Weaklings,indie,4.076666666666667,3.23,4.2283333333333335,5vPZh4FmLCmVuqBlelJylo
Okkervil River,On Tour With Zykos,indie rock,3.1950000000000003,3.2366666666666664,3.7183333333333337,5GvWVUUVz3tby6RBoFIDY6
The Auteurs,Show Girl,indie pop,3.97,2.5466666666666664,3.6533333333333338,0UbefaUT31AygrDbmOWT0w
The Auteurs,Junk Shop Clothes,indie,3.686666666666666,2.8733333333333335,3.93,5BcjOhf48cxRxTuxj6eggX
Richard Thompson,Nobody's Wedding,folk,4.223333333333334,3.3466666666666667,3.6766666666666663,2SA2cqL4y3ojECDGho9oja
Porno for Pyros,Meija,alternative,2.19,1.775,2.665,4F7QgulHuU8IXUSHcEcnSG
Hot Snakes,Paid in Cigarettes,indie,4.38,3.55,5.33,72GP2339SehxpcUQTBJOAK
Anthony David,Cold Turkey,soul,3.905,3.5799999999999996,5.385000000000001,4VlR9L615AvxYyzzsCDLHz
The Psychedelic Furs,Danger,post-punk,4.38,3.55,5.33,6i1s1RpMA6lGabosoq4CBL
Dizzy Gillespie,Manteca Theme,jazz,4.38,3.55,5.33,6B7KCxP46cF2Fc28Dkcin9
Tullycraft,Josie,indie,4.38,3.55,5.33,7zSShbodDmdugW8wx0NpF1
Jelly Roll Kings,Burnt Biscuits,blues,2.6033333333333335,2.3866666666666667,3.59,1G1uvrDPDD4PUp7Bh3pQEP
The Dø,Aha,indie,2.71,2.195,2.23,0UWNpybaESoZ3rR7acKLEi
The National,Baby We’ll Be Fine,indie rock,4.033333333333333,2.4,3.82,3yHHA4z2R7lKbUMIAkgEpz
Randy Newman,Simon Smith and the Amazing Dancing Bear,singer-songwriter,4.425,4.0,4.95,2SwS01bg6tSCqeo4SSTHzB
Tracy Bonham,One Hit Wonder,alternative,3.76,3.94,4.15,2aNgXj5ggktRNXMOzNkaUK
Manic Street Preachers,Suicide Is Painless (Theme From M*A*S*H),alternative,3.76,3.94,4.15,2Wx5tBC8sxVeqRwgI3uCJ2
Snog,Everything Is Under Control,electronic,2.71,2.195,2.23,7HlkIbaHNxm3wT6sCjdBpn
Mose Allison,Molecular Structure,jazz,4.425,4.0,4.95,4qYOqACF1UXgirGWjzORNF
SadoSato,Fickificki,electronic,2.71,2.195,2.23,2o5G3wxpA6rhJu7CSLcixH
Tom Waits,The Return of Jackie and Judy,alternative,3.0774358974358975,3.49974358974359,4.668205128205129,3kgg42CZUo1R1igFgKp0bs
Warren Zevon,Mohammed's Radio,singer-songwriter,3.6798113207547174,3.770943396226415,4.085471698113207,6mUhKESPpeIPes6zid3XQh
Eels,Fashion Awards,indie,4.331666666666667,3.3000000000000003,4.803333333333333,7BXJuouNlS0JXQllk41MbO
Tom Waits,Nirvana,alternative,3.9816666666666674,3.838333333333334,5.221666666666666,3DUv0EFyKYatFD2YCkmf9N
Tom Waits,Altar Boy,blues,3.572089552238806,3.8764179104477616,5.240820895522388,1bF1tgxVNZYvtmStCORnlV
The Delgados,All You Need Is Hate,indie,2.71,3.6875,3.8125,03ITuBweRdmp6Vr6k7evzG
Curtis Mayfield,Here But I'm Gone,soul,3.7375,3.635,4.3725000000000005,0zBNc7XcWXNHxeszwFsKiL
Lou Reed & John Cale,Faces And Names,alternative rock,4.434,3.848,4.524,2qP8szx9DBDGeiopBwIDIf
Tom Waits,So Long I'll See Ya,blues,3.08625,3.5025000000000004,4.6875,7wRFVEtyo6pfRZxBPJtAsJ
Tom Waits,Poncho's Lament,blues,2.95,3.661666666666666,4.355,3CvjBcZqgB7E1dkG5pWfNS
Drive-By Truckers,Puttin' People on the Moon,indie,2.7425000000000006,3.3950000000000005,3.935,7FzXzUN1SgnSxcj8VW3nAx
Warren Zevon,Join Me In L.A.,singer-songwriter,2.513333333333333,3.3233333333333337,3.433333333333333,70uZuq0hyAjBXiTYPm27lJ
Black Francis,Seven Fingers,indie,2.7425000000000006,3.3950000000000005,3.935,7HZe0mU5DFW4tB95nXdStc
Captain Beefheart & His Magic Band,Ice Cream for Crow,blues,2.962814814814815,3.7510370370370367,4.613925925925927,23CtqYGiQB1iQcEwqtkU6i
Black Francis,When They Come To Murder Me,indie,3.745,3.5925,4.1450000000000005,7EOs5LauvHmBcLWFTSPD22
Warren Zevon,She's Too Good For Me,acoustic,3.816363636363637,3.235454545454546,4.7709090909090905,3UNzANsKZI3zpCt1JIltP5
Grant Lee Buffalo,Rock of Ages,sad,3.072759643916914,3.898724035608309,4.0252818991097925,2ShVv21r5rJHseYpDtTQq0
Captain Beefheart & His Magic Band,Brickbats,experimental,2.7425,3.395,3.935,3exu9b3PGVb2Tz7rmYczK1
Chris Whitley,Living with the Law,blues,3.4559459459459463,3.5143243243243245,5.0427027027027025,59Yv4QvmzJZhdLmdxevV3I
Lou Reed,The Proposition,indie,3.572,3.294,4.28,36ItSkwsk5zleoAgtYDMRN
Chris Whitley,Poison Girl,singer-songwriter,2.7425,3.395,3.935,7nXTV5aLAka2GSJABl9Ci3
Chris Whitley,Make the Dirt Stick,blues,3.1455172413793107,3.521034482758621,4.817241379310345,5PSplKMDjqlM677DQgpk3r
The Tubes,Prime Time,new wave,2.5133333333333336,3.3233333333333337,3.433333333333333,1ugD8OInLTHKP7umbN3WHt
Leonard Cohen,Please Don't Pass Me By (A Disgrace),folk,2.752595744680851,3.3487659574468087,3.370510638297872,3U5aAUDi1k2AWFowNOcOWN
Chris Whitley,Phone Call from Leavenworth,blues,3.1873529411764707,3.5341176470588236,4.908823529411765,5oV4RzpazZwPs4lx0fuAhi
Leonard Cohen,Queen Victoria,folk,3.5174999999999996,3.4150000000000005,4.0225,4vRYufCXpk1UcwRYg1KnV1
The Tubes,What Do You Want From Life?,new wave,2.7425,3.3950000000000005,3.935,32UnYo8f1x9kt61iBRKxtk
The Tubes,Mondo Bondage,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,2uALpwdT9vMnNLWmNYR3zL
Chris Whitley,Bordertown,blues,2.967128712871287,3.465247524752475,4.426732673267327,1DX9D12yvwihk97pvX9eYN
Boz Scaggs,Lost It,soul,2.7425,3.395,3.935,2oV4xuR12xqS3dSjCbQgis
Harry Chapin,Mr. Tanner,acoustic,2.5133333333333336,3.3233333333333337,3.433333333333333,146yrGgq5LzAJR1Mb59yZx
Rough Trade,High School Confidential,alternative rock,3.4125,3.5050000000000003,3.770000000000001,4kuxRQnF3wEm2BkM1XvRkD
Warren Zevon,Networking,singer-songwriter,2.5133333333333336,3.3233333333333337,3.433333333333333,21aPBvOv9bXlOaJQQI42EX
Warren Zevon,They Moved the Moon,singer-songwriter,2.513333333333333,3.3233333333333333,3.433333333333333,3zxWPQtMS7qbS5VPwfeAnq
Ry Cooder,One Meat Ball,blues,3.037142857142857,3.487142857142857,4.58,2Q0Uxyag2Y0pd5OTukJswf
The Blues Brothers,Soul Finger Funky Broadway,blues,2.967128712871287,3.465247524752475,4.426732673267327,6fpgbkRsvlbA4wrpSaeNrm
The Tubes,Boy Crazy,new wave,2.7425,3.395,3.935,2x1i7PKyWtdhxluSy1g1Cu
Treat Her Right,Factory Girl,alternative rock,2.75,3.4466666666666668,4.17,1IiV5jiFVOCPjYTagwqw6g
Bruce Cockburn,The Whole Night Sky,folk,2.41,3.365,3.535,5UFMCHbsC7CU4b5Do8Cc7f
Concrete Blonde,Roses Grow,alternative,2.513333333333333,3.3233333333333333,3.433333333333333,6N1xf8gtAvASj3CoFcaqn0
Treat Her Right,Where Did All The Girls Come From?,jazz,2.88,3.438,4.236,0ox0JSFgu1HbeV2tAjwR3z
George Duke,Uncle Remus,blues,3.037142857142857,3.487142857142857,4.58,5yiMaoMCrG02j6TBm2saZI
Bruce Cockburn,Strange Waters,folk,2.513333333333333,3.3233333333333333,3.433333333333333,1u8D2JFnyczliVMvEZqfRf
The Tubes,Mr. Hate,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,0iyNXCCZj0nVzpCnR52C4f
Boz Scaggs,T-Bone Shuffle,blues,3.558333333333333,3.71,4.435,0h8T4lituqVVf0HvQxTdRF
Jill Sobule,Rock Me To Sleep,folk,2.478,3.664,3.58,6PB6aEiOUu5AiQUebcbPMI
Jill Sobule,Heroes,indie,4.08,3.734,4.388,6VHxVxmU5v2I1Mf0bvNgxP
The Tubes,Think About Me,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,0pZavOpyuwRskZ8ogV4NGs
Neil Young,On The Way Home [Live At Massey Hall 1971],folk,2.513333333333333,3.3233333333333333,3.433333333333333,2DBfUucA9WyTrbZOCK3j4v
Neil Young,Down By The River [Live At Massey Hall 1971],acoustic,2.614,3.414,3.916,0a0GHghxTYQ1UsxRI1my2G
Jill Sobule,Somewhere In New Mexico,indie,2.478,3.664,3.58,2hZmSGrUYLocPGUMbnZaKT
Neil Young,Bad Fog Of Loneliness [Live At Massey Hall 1971],folk,2.7425,3.395,3.935,1sHdgtgUv6z67d3JSMYYAB
Curtis Mayfield,Suffer (Demo Version),soul,3.794,3.788,4.332,5b1QRMTKqsDF4JTSatVjat
Carter The Unstoppable Sex Machine,Girls Can Keep a Secret,alternative rock,2.7825,1.715,3.1975,3kqw9h6KVbbiVHiSw1KsDh
Boz Scaggs,Call Me,soul,2.7425,3.395,3.935,7BoTlMBgFavEZ8j3oknPLr
The Tubes,A Matter Of Pride,new wave,2.5133333333333336,3.3233333333333337,3.433333333333333,7zIQmrPkM2iJl43bRrvFuH
Frank Zappa,Louie Louie,jazz,2.513333333333333,3.3233333333333333,3.433333333333333,65KDQ3Ge2OlIrRhMCQA9cK
Bruce Cockburn,Together Alone,alternative rock,2.513333333333333,3.3233333333333333,3.433333333333333,4CUh0AJBy3vQT4X6TEL8rJ
Jill Sobule,Clever,indie,2.513333333333333,3.3233333333333333,3.433333333333333,3SUEgSuEylKSObyeCMF9QF
Frank Zappa,"No, Not Now",alternative rock,2.945,3.79,3.9125,3FG5CXM0102L5WvCrF0Xyw
Jill Sobule,Sold My Soul,alternative rock,2.513333333333333,3.3233333333333333,3.433333333333333,7Ih48NqCDxCGVwbegIwucP
Tom Waits,Sweet Little Bullet From A Pretty Blue Gun,blues,2.967128712871287,3.465247524752475,4.426732673267327,1Xmm3tubKm8YVePjgsOKEO
Bruce Cockburn,Joy Will Find A Way (A Song About Dying),indie,2.513333333333333,3.3233333333333333,3.433333333333333,3lB8WiUMbIbq9kDJhu55Dj
Jill Sobule,Stoned Soul Picnic,chill,3.175,3.305,3.9625,5cbMgoXgYdobBjF8YUTjvn
Robert Love,The Bullet That Hits You,indie,2.7425,3.395,3.935,4teSh7Yxt4nbFj5ySRY77V
Robert Love,My Dying Bed,indie,2.7425,3.395,3.935,3CZ0LrZl860RCPIEsgljps
Bruce Cockburn,Dialogue With the Devil,folk,2.513333333333333,3.3233333333333333,3.433333333333333,2OGQ4RCHAVU4OSb4r700oQ
Robert Love,Below the Wire,alternative,2.7425,3.395,3.935,08zvDsMz9MSf5PUr6jywdb
The Tubes,Drivin' All Night,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,6UwGmaIS7v2yr2IhedSgDf
Rough Trade,Emotional Blackmail,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,0wpU8gQm2oQdQXTZ113y43
Rough Trade,Shaking the Foundations,new wave,2.513333333333333,3.3233333333333333,3.433333333333333,0nY7AD6CXU58OPj9Mpe5Yr
Rough Trade,Up Against The Wall,alternative,2.513333333333333,3.3233333333333333,3.433333333333333,2tIkJrhw1SWqZcz1DiOMCl
Eugene Chadbourne and Jimmy Carl Black,The Dust Blows Forward and the Dust Blows Back,blues,2.88,3.438,4.236,26M4Clt7itfrkMXimigsG2
Col. Bruce Hampton,Sunshine Makes Eye Contact,alternative rock,2.7425,3.395,3.935,1XkTwg8YKQpQISphRn624D
Jimmy Carl Black,Low ridin' man,alternative,2.7425,3.395,3.935,1ihuMvIw1Kru9z0RMVA34f
Devendra Banhart,Saved,folk,2.286666666666666,2.4066666666666667,3.626666666666667,6JnkkDgWMqgY8kG3hiNShf
They Might Be Giants,Alienation's For The Rich,alternative,3.3400000000000003,3.213333333333334,3.816666666666667,3s2MFXsELkrZnXfYD6whay
Negativland,Happy Hero,experimental,4.185,3.16,3.52,6ROjaun6YhjtfyqH6zClQY
The Tubes,Only The Strong Survive,new wave,1.65,2.39,2.475,1kfdYtF1Yv8WX1mdV4V6IU
Fido,Take Your Clothes Off When You Dance,jazz,2.7425,3.395,3.935,0MypjBW2rTPXbvjGzdoGiM
George Duke,"I Love The Blues,She Heard My Cry",blues,2.286666666666666,2.4066666666666667,3.6266666666666665,3yrSzXyHTjBqOQZDau29Xf
Adam Green,Down on the Street,indie,4.07,3.393333333333333,3.7233333333333336,715bF6FkJC9rEwNqDkihLk
Hefner,The Day That Thatcher Dies,indie,3.5549999999999997,2.29,3.025,1TOKZqaoaKWPLAtQO4hs2D
The Dead Milkmen,The Woman Who Was Also A Mongoose,folk,4.185,3.16,3.52,0DE66HQwYFYHDsVxCnxLdz
Jarvis,Running The World,indie,1.25,2.965,2.57,3vHqlBYlLgog7dOJn8K0Tu
Gorillaz,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),electronic,3.4345161290322586,2.5762903225806455,3.354677419354839,1UJNbgfTzG1gZZTWFJdMf1
McCarthy,Governing Takes Brains,indie,4.185,3.16,3.52,1I1NaYJbpr0wZ9JvI9FjBA
The Rapture,Notes...,indie rock,3.5833333333333335,3.63,3.3966666666666665,6nn9xh1Zz2zEDO72DBa5Bw
The Magnetic Fields,Very Funny,indie,4.0,2.68,2.96,0nQ3HLPlILvy6yFsjiTnLd
Arab Strap,Here We Go,indie,3.7,3.175,3.155,1jjA5BOrcopC7hJXDfGWVp
The Roches,Hammond Song,folk,4.433333333333334,3.37,4.36,3cPtZw0oqMEkKlGSF0SLkc
Stephen Malkmus,Kindling for the Master,indie,3.8633333333333337,2.533333333333333,3.79,4pMQYlzxLo2opCvpOep9HW
Copacabana Club,Come Back,alternative,3.86,3.025,3.415,6O36FOXtjbWKpgUjIREUII
Arab Strap,"One Day, After School",indie,1.05,1.7450000000000003,1.92,3kpzl9zMcCcPmU4tfTq5Sl
Tiny Vipers,On This Side,folk,4.2085185185185185,2.797111111111111,4.006222222222221,2WkPpTorAngI3YTmkfrjxu
Nina Simone,I Get Along Without You Very Well,jazz,4.473366336633664,2.9682178217821784,4.990297029702971,6zYfEsNOhv5hd6CfwPXjIY
Monica Zetterlund,It Could Happen To You,jazz,2.55,2.045,3.22,48DfWfTLjdhN9nML37vW2Y
Stephen Malkmus,Jenny and the Ess Dog,indie,3.815,2.945,3.405,1eVMJM2SIYUHoHiYz0gmNG
Robyn Hitchcock,Linctus House,folk,3.306,3.816,3.878,31mVU9dIBxwLDaPsogpp1z
Susannah McCorkle,Quality Time,jazz,3.9,3.055,3.16,0FFhNPJBMWTYHUZogoyevP
Cassandra Wilson,I Didn't Know What Time It Was,jazz,2.91,2.41,3.15,0Laq6TGH09bq5ZmV670vZ8
Dinosaur Jr.,How D You Pin That One On Me,alternative,1.855,2.5,2.13,3InIrRs2R78HeFcfms44IB
Malvina Reynolds,The Little Mouse,folk,3.815,2.945,3.405,0UBDuJ64uoIx0h5s4wF7iH
At The Close Of Every Day,The new day revival,folk,1.87,2.065,1.98,5JotM3SwDTTCCnuei8MRJY
David Bromberg,Shake Sugaree,sad,3.6525,2.7175,3.8275,4r1QuO29fCvlM5n3F6dZBn
The Low Countries,Putty,acoustic,2.545,2.105,2.26,2NoX4Ox6bqLbgT0xLK4Ke8
Bob Dylan,Hard Times in New York Town,folk,2.81,3.0833333333333335,3.24,1K0D9hPFpSBpuWZfCdZ9kE
The Replacements,Sixteen Blue,alternative,3.268,3.38,3.394,6jvtd5tY3vwlHh4kOXRL8c
